name,uid,code,parent,shortname,description,openingdate,closedate,comment,featuretype,coordinates,url,contactperson,address,email,phonenumber
Murungaru Health Centre,JPl6BiRGUjp,10786,ZvHXuhKoAuI,Murungaru Health Centre,,NA,NA,,POINT,"[36.49115,-0.5848]",,NA,NA,NA,NA
mukhweya dispensary,LcGfCZ28zuU,,g9tqOcjTCbA,mukhweya dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Kahuru Dispensary,VkaywIcr0d1,21077,lcpTYDEAUs9,Kahuru Disp,,NA,NA,Newly opened in June 2015. Was issued MFL 10426 but was later closed.,POINT,"[36.31941,-0.35391]",,NA,NA,NA,NA
Cheptagum Dispensary,uMdxNSqtbeI,20735,mareBenlFqk,Cheptagum Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Yandue Dispensary,KVh2ArXtJib,,FNq96CChp6E,Yandue Dispensary,Dispensary,NA,NA,,NONE,"[037.44729,-01.59966]",,NA,NA,NA,NA
Fremo Medical Centre,rvY6Idb4l9H,18612,bK37v9AMeU3,fremo,,NA,NA,,POINT,"[36.74428,-1.28993]",,NA,NA,NA,NA
I Choose Life Africa,rKv2V9YcolU,,DnVTXbCnup5,I Choose Life Africa,,NA,NA,,NONE,,,NA,NA,NA,NA
Mariine Maternity Home,qm7oEHJRRAV,10691,fYc1aD2k4cK,Mariine Maternity Home,,NA,NA,,POINT,"[37.03526,-0.45814]",,NA,NA,NA,NA
Afya Health System Hospital,zIH5D1lZ7bw,20380,zOOEW5td56i,Afya Health System Hospital,,NA,NA,,POINT,,,NA,NA,NA,NA
St Annes Medical Health Centre,PBr6C57XDan,13196,FNDsOKdbWTO,St Annes Medical HC,,NA,NA,,POINT,"[36.9038,-1.20244]",,NA,NA,NA,NA
Mulwanda Community Unit,pTOI2PqHLOu,,KWE4k0FdpyQ,Mulwanda Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Tiaty Sub County,Mk4bMOSMRTB,715,vvOK1BxTbet,East Pokot,,NA,NA,,POLYGON,"[[[[36.2832,0.6517],[36.2745,0.7204],[36.1987,0.7014],[36.1796,0.7276],[36.1527,0.6868],[36.1176,0.6685],[36.0187,0.665],[36.0254,0.7696],[36.0074,0.7963],[35.9623,0.801],[35.974,0.8404],[35.9403,0.8338],[35.9018,0.8992],[35.8978,0.935],[35.7693,0.9978],[35.687,0.9513],[35.6341,0.9884],[35.6356,1.0281],[35.665,1.0477],[35.7028,1.1593],[35.6888,1.3251],[35.6891,1.3907],[35.7406,1.5023],[35.7291,1.5157],[35.7843,1.5848],[35.7906,1.6352],[35.773,1.678],[35.8097,1.651],[36.0999,1.1663],[36.176,1.1698],[36.3197,0.9856],[36.3414,0.9886],[36.3827,0.9554],[36.3911,0.9148],[36.4757,0.8634],[36.3917,0.7212],[36.3381,0.6644],[36.2832,0.6517]]]]",,NA,NA,NA,NA
Soweto Medical Clinic,k4u1ousOabz,17470,OvI6w06DhPJ,Soweto Medical Clinic,,NA,NA,,POINT,"[39.61546,-4.02856]",,NA,NA,NA,NA
Kapkombe Dispensary,tLBNNFe9zSU,20353,PS4XNPha7bO,Kapkombe Dispensary,,NA,NA,,POINT,"[35.77766,0.7171]",,NA,NA,NA,NA
Kipsaraman Dispensary,DKcRoNyzk0Z,14912,PS4XNPha7bO,Kipsaraman  Dispensary,,NA,NA,,POINT,"[35.8302,0.73753]",,NA,NA,NA,NA
Twanthanju Community Unit,G9tFaqL2U0Y,602128,jSOWQUkhPVF,Twanthanju C U,,NA,NA,,NONE,,,NA,NA,NA,NA
Highway Medical ENTerprises,HDlhyAbz9JU,10319,pToDCseGSVa,Highway Medical Enterpris,,NA,NA,,POINT,"[37.28047,-0.50402]",,NA,NA,NA,NA
LUMU COMMUNITY UNIT,MXn4Eug4IxB,,xU67G8WRrKv,Lumu cu,,NA,NA,,NONE,,,NA,NA,NA,NA
Salawa Catholic Mission Dispensary Phc,PCGq29ItOC1,15521,Kn2aiEXbw5B,Salawa Catholic Mission,,NA,NA,Operational,POINT,"[35.66444,0.49138]",,NA,NA,NA,NA
Mara Serena Dispensary,uKoJ57VmseC,15123,BCIB2lbwUN4,Mara Serena Dispensary,,NA,NA,,POINT,"[35.02559,-1.40167]",,NA,NA,NA,NA
Chepkorio  Ward,ca3KHxzwLQy,,SOEG546PqbA,Chepkorio  Ward,,NA,NA,,NONE,,,NA,NA,NA,NA
Manesh Clinic,igb6YaEnQcl,10678,pToDCseGSVa,Manesh Clinic,,NA,NA,,POINT,"[37.23489,-0.47746]",,NA,NA,NA,NA
Medical Centre Clinic,urgHehOklgm,10716,pToDCseGSVa,Medical Centre Clinic,,NA,NA,,POINT,,,NA,NA,NA,NA
Kamuga Community Health Unit,bY87AY4Y3VM,600329,t6ggi8gcYFT,Kamuga CHU,,NA,NA,,NONE,"[34.51135,-0.41198]",,NA,NA,NA,NA
Parua Community Health Unit,HVbrQlpBFxZ,602272,VvXWpHmWGhy,Parua CHU,,NA,NA,,NONE,"[35.38853,1.34302]",,NA,NA,NA,NA
Kipyeto commnity Unit,dlyvixcQTlF,,frRRooy3bcD,Kipyeto commnity Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Poi Dispensary,p2WbCd5HYHz,15465,PS4XNPha7bO,Poi  Dispensary,,NA,NA,,POINT,"[35.81179,0.74128]",,NA,NA,NA,NA
Kabarnet Womens' Clinic,nbIgCElzcE4,17595,Kn2aiEXbw5B,Kabarnet Womens' Clinic,,NA,NA,,POINT,"[35.7439,0.49478]",,NA,NA,NA,NA
Plesian Dispensary,Yn71ScUgAX7,17797,gF0VBsLJhxK,Plesian dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Akwichatis Health Centre,npMa6l8gFOy,20457,k2oUoGgQ9Nd,Akwichatis Health Centre,,NA,NA,,NONE,,,NA,NA,NA,NA
Sagana 2 Community Health Unit,bfOtBojf7qI,601645,emnI9dqORPt,Sagana 2 CHU,,NA,NA,,POINT,"[36.86299,-1.28891]",,NA,NA,NA,NA
Bahati Health Centre,emnI9dqORPt,12879,Ao5e4mVaq7w,Bahati Health Centre,,NA,NA,,POINT,"[36.86299,-1.28891]",,NA,NA,NA,NA
Kangaru Hospital,jMGfA67T23i,12173,GjGpfHjSGbO,Kangaru Hospital,,NA,NA,,POINT,"[37.4581,-0.49638]",,NA,NA,NA,NA
Ainamoi Health Centre,Q4h7yLoLe0G,14192,ZJyTpeyEcK5,Ainamoi Health Centre,,NA,NA,,POINT,"[35.27442,-0.29944]",,NA,NA,NA,NA
AAR HEALTHCARE,WX1kl5n2Z0i,,x1SnGzy9rZL,AAR HEALTHCARE,,NA,NA,,NONE,,,NA,NA,NA,NA
Tirriondonin Dispensary,Ui7hsRoGKo9,15730,hOymt7wmmCI,Tirriondonin Dispensary,,NA,NA,,POINT,"[35.76563,0.64371]",,NA,NA,NA,NA
Ravine Medical and ENT Clinic,P6CjZ5I050k,19384,ikiFHlCFCCq,Ravine Medical and ENT Clinic,Medical Clinic,NA,NA,,POINT,"[35.72479,0.04998]",,NA,NA,NA,NA
Tinet Dispensary (Koibatek),P0ca9fDsm30,15727,KUL5AR13rwy,Tinet Disp (Koibatek),,NA,NA,,POINT,"[35.58387,0.06593]",,NA,NA,NA,NA
Wathini Community unit,rklJHaIhCqn,,TyMaFetti3F,Wathini CU,,NA,NA,,NONE,,,NA,NA,NA,NA
Torongo Health Centre,KUMazbFEaf3,15735,KUL5AR13rwy,Torongo  Health Centre,,NA,NA,,POINT,"[35.60115,0.12517]",,NA,NA,NA,NA
St Johns Thaita (ACK) Dispensary,R8hmR2G6pgI,11040,upv9qERTCCI,St Johns Thaita (ACK) Dis,,NA,NA,,POINT,"[37.2611,-0.45793]",,NA,NA,NA,NA
Irunduni Community Unit,gHO93d99ZzI,602124,eKeevmjKeuN,Irunduni Cu,,NA,NA,,NONE,,,NA,NA,NA,NA
Mukothima Community Unit,sT8tyOMaa3L,,y7oiHjCpFVc,Mukothima CU,,NA,NA,,NONE,,,NA,NA,NA,NA
Eldume dispensary,n03ViTNtej2,17351,zI7CuvCQcos,Eldume dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Kiwayuu Dispensary,YjK2Jm8JnwI,11494,fmWYhwoFxe8,KiWayuu Dispensary,Dispensary,NA,NA,,POINT,"[40.66515,-2.34712]",,NA,NA,NA,NA
Kinyadu Dispensary,EzoQelOi3jn,16196,aLLewdAnspB,Kinyadu Dispensary,,NA,NA,,POINT,"[39.9599,-2.01698]",,NA,NA,NA,NA
Kimugul Dispensary (Baringo North),nOVMb7I56W1,14881,PS4XNPha7bO,Kimugul Disp (Baringo Nor,,NA,NA,,POINT,"[35.81974,0.71307]",,NA,NA,NA,NA
Mormorio Dispensary,n2fmLyn0KHV,15223,hOymt7wmmCI,Mormorio Dispensary,,NA,NA,,POINT,"[35.78976,0.68725]",,NA,NA,NA,NA
St Clare Health Centre .,j7SMeC3Y1bU,15635,X5bxxQN8nP5,St Clare Health Centre,,NA,NA,,POINT,"[35.78881,-0.29319]",,NA,NA,NA,NA
Katethya Medical Clinic,li04SzWhgM6,12218,NfJb3vThwG5,Katethya  Medical Clinic,,NA,NA,,POINT,"[38.06231,-0.93832]",,NA,NA,NA,NA
Bathi Community Health Unit,Pxe31OApRRA,601442,MRLpJLKIxvF,Bathi CHU,,NA,NA,,POINT,"[36.64166,-0.9779]",,NA,NA,NA,NA
Mweiga Estate Medical Clinic,DhvfD4GfmMF,10810,uhmsPJrZCXF,Mweiga Estate Medical Clinic,,NA,NA,,POINT,"[36.90674,-0.32714]",,NA,NA,NA,NA
kapkitony Dispensary,KpN61JN6tkQ,,hOymt7wmmCI,Kapkiton Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Devlink Africa VCT Mbita,YgWNegMUxr2,20143,eX9fqY9KVU8,Devlink Africa VCT Mbita,,NA,NA,,POINT,,,NA,NA,NA,NA
Chepturu Dispensary,HxX500yuxqq,16736,LTWLjOZQMqk,Chepturu Dispensary,,NA,NA,,POINT,"[35.81196,1.17887]",,NA,NA,NA,NA
Lodeng'o Health Centre,l1IP57DOi8O,20890,LTWLjOZQMqk,Lodeng'o Health Centre,,NA,NA,,NONE,,,NA,NA,NA,NA
Ewangan e Suswa,YahRlRweLRv,20109,iZN31WZZycN,Ewangan e Suswa,,NA,NA,,POINT,"[36.31022,-1.07577]",,NA,NA,NA,NA
Family Life Promotions and Services,pFb7K1jnZwy,12941,Ao5e4mVaq7w,Family Life,,NA,NA,,POINT,"[36.86469,-1.28447]",,NA,NA,NA,NA
Dr Amardeep Singh Clinic,QZge5ZE2Vsi,16243,GjGpfHjSGbO,Dr Amardeep Singh Clinic,,NA,NA,,POINT,"[37.45054,-0.5375]",,NA,NA,NA,NA
Embu DICE,f86fLjqgs9c,21117,GjGpfHjSGbO,Ebu Dice,Located within EMBU EPGH ground,NA,NA,,POINT,"[37.45296,-0.52216]",,NA,NA,NA,NA
Child &Family Wellness Clinic,gxCyq4eYnGl,,byxif4bfwvo,CFW  Clinic,,NA,NA,,NONE,,,NA,NA,NA,NA
Mwafrika Institute of Development,cYdtfbJ0nX0,18279,Kn2aiEXbw5B,Mwafrika,,NA,NA,,POINT,"[35.74255,0.495]",,NA,NA,NA,NA
Ell borr Dispensary,riawQuqQMzK,,KKOlWI3X5nP,Ell borr Dispensary,Dispensary,NA,NA,,NONE,,,NA,NA,NA,NA
Mukhuyu  Dispensary,YkhmSwokh9z,20870,lZT0FbLOn0I,Mukhuyu,its a dispensary owned by GOK,NA,NA,,NONE,"[34.94922,0.37052]",,NA,NA,NA,NA
Agha Khan  Medical Centre,OcLs4jE4C5w,22176,r1YlC9GTC4S,Agha Khan Medical Centre-Ridgeways,,NA,NA,,NONE,,,NA,NA,NA,NA
Magutuni Community Unit,z5JjhMQpYcj,602022,fXf88nqZeKn,Magutuni CU,,NA,NA,,NONE,,,NA,NA,NA,NA
Lorubae Community Health Unit,nZ025CC4XKI,700737,Ssbkr9jzWWk,Lorubae CHU,"Community Unit, level one of health care",NA,NA,,NONE,,,NA,NA,NA,NA
Katumani Dispensary,tFqdv8A7N7P,12247,X0dFLUEZDlw,Katumani Dispensary,,NA,NA,,POINT,"[37.24387,-1.58284]",,NA,NA,NA,NA
Emotoroki Dispensary,CliTX68kx8H,14448,quFXokobrnW,Emotoroki Dispensary,,NA,NA,,POINT,"[37.03052,-2.29397]",,NA,NA,NA,NA
Ongata Community Health Unit,mdjwr4yJyp4,601242,kpazGM0qC7S,Ongata CHU,,NA,NA,,POINT,"[35.30835,0.35551]",,NA,NA,NA,NA
Bulesa CU,ZCvE7FldG74,,LDyJEraat5Y,Bulesa CU,,NA,NA,,NONE,,,NA,NA,NA,NA
Ng'apetan 2 Community Health Unit,D3drOgw9PUP,,ssY2d9sMYGR,Ng'apetan 2 Community Health Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Magemo Community Health Unit,RpMHT206YPa,600550,c6udqJED2EB,Magemo CHU,,NA,NA,,POINT,"[34.6906,0.65232]",,NA,NA,NA,NA
Kapkelei Dispensary,dlHoi7AYDWY,17293,p5Z6myFYERX,Kapkelei,,NA,NA,,POINT,"[35.15812,-0.79459]",,NA,NA,NA,NA
Merti commnity Unit,lXvte6Rv5c9,,IwEB1zxjT8m,Merti commnity Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Toloso Community Unit,DSc8qzcaZO4,,W4QoHa3rfZk,Toloso Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Kiricha Dispensary,cBwI3OPMJUx,14938,p5Z6myFYERX,Kiricha Dispensary,,NA,NA,,POINT,"[35.15812,-0.79457]",,NA,NA,NA,NA
Cheptonon Community Unit,whB8VgxeEmi,,xq0lRpKYnEm,cheptonon community unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Kandwia Dispensary,glV510sZyh7,16860,WJLrTzwzXNb,Kandwia Dispensary,,NA,NA,,POINT,"[38.11275,-0.61818]",,NA,NA,NA,NA
Rongena Dispensary,SVMdwwTOZoL,15497,Xj8EsCO27Jv,Rongena Dispensary,,NA,NA,,POINT,"[35.09139,-0.73848]",,NA,NA,NA,NA
The Aga Kan University Hospital(Meru),sX2ladzMYkm,18328,EossaGDQulP,The Aga Kan University Hospital (Meru),Private-Practice General Practice,NA,NA,,NONE,,,NA,NA,NA,NA
Ngorongo Health Centre,HIEF04AulGc,10872,ReDzOcQ8mT1,Ngorongo Health Centre,,NA,NA,,POINT,"[36.90652,-0.9385]",,NA,NA,NA,NA
Mbici Dispensary,hOwIf7ekZ2I,10711,C5gJnXO6h1Y,Mbici Dispensary,,NA,NA,,POINT,"[36.87871,-0.96211]",,NA,NA,NA,NA
Nzalae Dispensary,v2Ylz4SGNk2,,T9ZjyItHbW9,Nzalae Disp.,,NA,NA,,POINT,"[37.82128,-1.18345]",,NA,NA,NA,NA
Nyadorera B Community Health Unit,myRUVmIc3HX,600440,bXn7IY2ZYMz,Nyadorera B CHU,,NA,NA,,NONE,"[34.09324,0.11455]",,NA,NA,NA,NA
Karia Community Unit,xtihTCPIGvi,,bxheWBppb9H,Karia Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Ng'araria Community Unit,ixJpRLqlCHh,,uutSAJMeA3s,Ng'araria Community Unit,Community Unit,NA,NA,,NONE,,,NA,NA,NA,NA
Milima Community Unit,YqSXkQE06Ty,,FhqUs6aRJoX,Milima Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Buyanzi Community Unit,JMfgAEy8tUp,,OochC7lpTbO,Buyanzi Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Ainamoi Ward,ZJyTpeyEcK5,,GshNTMZJ5r1,Ainamoi Ward,,NA,NA,,NONE,,,NA,NA,NA,NA
Beyond zero clinic Rongai Sub County,VfFOzK6LTV7,,OK0hW8DFHq3,Beyond zero clinic Rongai Sub County,Mobile clinic,NA,NA,,NONE,,,NA,NA,NA,NA
SDA Health Services,yECESmiiFvE,,yXbOIljEz90,SDA Health Services,,NA,NA,,NONE,,,NA,NA,NA,NA
Gatondo,t8xICSl4baF,10225,d5qc4G0CclB,Gatondo,,NA,NA,non operational,POINT,,,NA,NA,NA,NA
Baringo Central Sub County,k7Rj54u6dMx,713,vvOK1BxTbet,Baringo Central,,NA,NA,,POLYGON,"[[[[35.7894,0.2275],[35.7222,0.2142],[35.7094,0.2604],[35.7205,0.3562],[35.6614,0.3901],[35.6304,0.506],[35.6025,0.5349],[35.6106,0.5742],[35.6781,0.5601],[35.7719,0.5795],[35.7837,0.6007],[35.8618,0.6006],[35.8972,0.5705],[36.0187,0.665],[36.1176,0.6685],[36.1527,0.6868],[36.1796,0.7276],[36.1987,0.7014],[36.2745,0.7204],[36.2832,0.6517],[36.2722,0.634],[36.289,0.5728],[36.2268,0.4267],[36.2465,0.4132],[36.2553,0.3699],[36.2351,0.306],[36.2702,0.265],[36.2075,0.2557],[36.178,0.3164],[35.9843,0.3093],[35.989,0.4163],[35.9249,0.4005],[35.9185,0.3023],[35.8969,0.282],[35.8784,0.2844],[35.8774,0.2493],[35.843,0.1872],[35.7894,0.2275]]]]",,NA,NA,NA,NA
Bumala B Community Health Unit,N0pJjHdb62N,600634,nuEpF1eboYN,Bumala B CHU,,NA,NA,,NONE,,,NA,NA,NA,NA
Fountain Healthcare,oXplRuO5ZW9,19173,H9e1tEercdW,Fountain Healthcare,,NA,NA,,POINT,"[35.28773,0.50927]",,NA,NA,NA,NA
Chebilat Dispensary,j0iEelzUyJn,14295,Xj8EsCO27Jv,Chebilat Dispensary,,NA,NA,,POINT,,,NA,NA,NA,NA
Nakuru County,ob6SxuRcqU4,41,HfVjCurKxh2,Nakuru County,,NA,NA,,POLYGON,"[[[[36.2526,0.0625],[36.2591,-0.0199],[36.2446,-0.1157],[36.2262,-0.109],[36.2001,-0.1365],[36.2431,-0.2554],[36.2148,-0.2762],[36.2255,-0.3535],[36.2595,-0.3475],[36.2782,-0.3973],[36.3002,-0.3782],[36.359,-0.38],[36.3831,-0.4193],[36.4088,-0.5806],[36.4506,-0.5743],[36.4687,-0.6264],[36.5116,-0.6105],[36.5431,-0.6968],[36.523,-0.714],[36.5618,-0.8408],[36.5547,-0.9204],[36.5821,-0.9287],[36.5915,-1.0647],[36.5417,-1.129],[36.5295,-1.1625],[36.4815,-1.132],[36.4353,-1.1096],[36.331,-1.0648],[36.3306,-1.0597],[36.2578,-0.922],[36.2004,-0.9404],[36.1808,-0.9224],[36.1566,-0.8465],[36.1813,-0.8204],[36.1853,-0.7794],[36.0935,-0.6761],[36.0939,-0.6448],[35.9292,-0.716],[35.8722,-0.6477],[35.9105,-0.6378],[35.9509,-0.6659],[35.9801,-0.6368],[35.9687,-0.6085],[35.9406,-0.5587],[35.8334,-0.4993],[35.8336,-0.4708],[35.8117,-0.4782],[35.8081,-0.4595],[35.7639,-0.538],[35.7338,-0.5337],[35.7084,-0.5563],[35.6421,-0.7057],[35.6012,-0.6719],[35.5843,-0.5934],[35.4523,-0.3737],[35.414,-0.3038],[35.5284,-0.2634],[35.5666,-0.2827],[35.5753,-0.3067],[35.5866,-0.2792],[35.6213,-0.2952],[35.6419,-0.2698],[35.6626,-0.1633],[35.6047,-0.1528],[35.5956,-0.1224],[35.6471,-0.051],[35.6744,-0.0514],[35.6627,-0.075],[35.6884,-0.0738],[35.7262,-0.1538],[35.7222,-0.2019],[35.7872,-0.1846],[35.7982,-0.1097],[35.814,-0.0994],[35.8264,-0.1144],[35.8782,-0.0414],[35.9235,-0.0814],[35.9697,-0.016],[35.9826,0.0182],[35.9372,0.0707],[35.9462,0.096],[35.9709,0.0613],[36.002,0.0646],[36.0096,0.0346],[36.0612,0.0005],[36.1123,-0.0010],[36.1109,0.059],[36.1364,0.0779],[36.1487,0.1901],[36.1981,0.2034],[36.1844,0.2272],[36.1991,0.234],[36.2772,0.1348],[36.2829,0.0963],[36.2526,0.0625]]]]",,NA,NA,NA,NA
Sigowet/Soin Sub County,ScLzA7tQxrH,,ihZsJ8alvtb,Sigowet/Soin Sub County,,NA,NA,,NONE,,,NA,NA,NA,NA
Gatwe Clinic Dispensary,P5ch5Q3EGnj,10238,xFI9cbIii9H,Gatwe Clinic Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Cry For The World Clinic,YivIbIfq93J,16494,zY1T5H8vk9z,Cry For The World Clinic,,NA,NA,,NONE,,,NA,NA,NA,NA
Kilifi County,nrI2khZx3d0,24,HfVjCurKxh2,Kilifi County,,NA,NA,,POLYGON,"[[[[39.7807,-3.9301],[39.7186,-3.9321],[39.6881,-3.9028],[39.6577,-3.9054],[39.6641,-3.9274],[39.6391,-3.9421],[39.6156,-3.9352],[39.6227,-3.9222],[39.5773,-3.9219],[39.5552,-3.9571],[39.5028,-3.8795],[39.3873,-3.8023],[39.3976,-3.7321],[39.3652,-3.7244],[39.3545,-3.5945],[39.3251,-3.5642],[39.0966,-3.5661],[39.1114,-3.5575],[39.2304,-3.1629],[39.2289,-3.0745],[39.8806,-2.3056],[40.1918,-2.7482],[40.1615,-2.9552],[40.1904,-2.9863],[40.1771,-2.9807],[40.1695,-2.9987],[40.2376,-2.9779],[40.2415,-2.9896],[40.2015,-3.0104],[40.156,-3.0832],[40.1638,-3.1317],[40.1216,-3.199],[40.1327,-3.2562],[40.1204,-3.2915],[39.9765,-3.3901],[39.9657,-3.3443],[39.988,-3.3474],[39.9915,-3.3219],[39.9693,-3.3257],[39.9571,-3.3443],[39.9696,-3.4062],[39.8715,-3.6315],[39.8451,-3.6355],[39.8212,-3.6096],[39.8118,-3.6218],[39.7951,-3.6091],[39.8113,-3.6476],[39.8371,-3.6335],[39.8638,-3.6432],[39.8706,-3.698],[39.7807,-3.9301]]]]",,NA,NA,NA,NA
Ongariama Amongura Community Unit,BHo2KMvEBEw,,wmUX4Xf6mHU,ongariama Amongura,Linked to Among'ura disp,NA,NA,,NONE,,,NA,NA,NA,NA
Karirana Estate Limited Medical Clinic,JwIIHdIF4pc,10498,JbltwguSYWn,Karirana Estate Limited M,,NA,NA,,NONE,,,NA,NA,NA,NA
Gathuthuma Dispensary,WIIcLS6CmtM,,xFI9cbIii9H,Gathuthuma Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
KUNO COMMUNITY UNIT,j71iu6oGhgf,,DJhs3BRMgFg,KUNO COMMUNITY UNIT,,NA,NA,,NONE,,,NA,NA,NA,NA
Kiambu County,qKzosKQPl6G,23,HfVjCurKxh2,Kiambu County,,NA,NA,,POLYGON,"[[[[36.7214,-0.807],[36.8881,-0.8993],[37.0394,-1.0332],[37.073,-1.0271],[37.1549,-1.054],[37.2628,-1.0206],[37.3619,-1.0986],[37.343,-1.1215],[37.2942,-1.0774],[37.211,-1.0844],[37.1744,-1.1187],[37.1834,-1.1714],[37.1523,-1.2276],[37.1009,-1.2643],[37.064,-1.209],[37.0052,-1.2414],[36.9197,-1.2233],[36.9088,-1.212],[36.9394,-1.1786],[36.9052,-1.1649],[36.8847,-1.1774],[36.893,-1.1946],[36.8598,-1.1929],[36.8436,-1.2186],[36.7875,-1.1965],[36.7721,-1.2285],[36.7271,-1.2386],[36.6536,-1.318],[36.4854,-1.284],[36.5417,-1.129],[36.5915,-1.0647],[36.5821,-0.9287],[36.5547,-0.9204],[36.6028,-0.8648],[36.5904,-0.8302],[36.6192,-0.8319],[36.6721,-0.7788],[36.652,-0.7668],[36.6853,-0.7648],[36.7214,-0.807]]]]",,NA,NA,NA,NA
Sina Dispensary,yJFYHbvQ59O,15580,WmCj9vCPVH2,Sina Dispensary,,NA,NA,,POINT,"[35.36548,1.26711]",,NA,NA,NA,NA
Huduma Centre Bungoma,t8NW29p0Zbk,,ysCS3ZD38VF,Huduma centre Bungoma,Opposite KPLC,NA,NA,,NONE,,,NA,NA,NA,NA
Hillday Medical Clinic,FFsj6znNwJq,,d5qc4G0CclB,Hillday Medical Clinic,,NA,NA,,POINT,,,NA,NA,NA,NA
Embu County,PFu8alU2KWG,16,HfVjCurKxh2,Embu County,,NA,NA,,POLYGON,"[[[[37.6049,-0.3254],[37.667,-0.3446],[37.6546,-0.3649],[37.7074,-0.3663],[37.7385,-0.4029],[37.7351,-0.4484],[37.7692,-0.4537],[37.8096,-0.4345],[37.8837,-0.345],[37.8867,-0.3957],[37.9354,-0.4311],[37.8833,-0.5376],[37.8897,-0.5973],[37.922,-0.6324],[37.8933,-0.6574],[37.909,-0.76],[37.8781,-0.8122],[37.843,-0.8131],[37.8055,-0.8047],[37.7587,-0.8219],[37.7357,-0.779],[37.6819,-0.7958],[37.664,-0.8481],[37.6333,-0.8401],[37.6047,-0.8579],[37.5554,-0.8101],[37.4418,-0.7974],[37.4525,-0.8739],[37.3302,-0.8469],[37.3032,-0.8047],[37.2662,-0.7878],[37.2661,-0.7831],[37.2779,-0.7594],[37.3125,-0.7533],[37.3477,-0.7755],[37.4709,-0.7277],[37.494,-0.7336],[37.476,-0.7132],[37.4833,-0.5878],[37.4284,-0.5135],[37.4239,-0.4234],[37.3125,-0.1649],[37.5363,-0.3592],[37.5821,-0.3713],[37.6049,-0.3254]]]]",,NA,NA,NA,NA
