name,uid,code,parent,shortname,description,openingdate,closedate,comment,featuretype,coordinates,url,contactperson,address,email,phonenumber
Sirate Community Unit,fXWOekzBpBG,,g0sbU1bhnzH,Sirate CU,,,,,NONE,,,,,,
olendeem community unit,sQYQquh896u,,O4uGSh851cG,olendeem community unit,community unit under olendeem dispensary,,,,NONE,,,,,,
Kawanga Community Unit,tFxvoG5STtu,,enFogPQF7aZ,Kawanga Community Unit,Community Unit,,,,NONE,,,,,,
Kitiro Community Unit,BMB6yUkFSPx,,E7Y4bV5AjJV,Kitiro CU,,,,,NONE,,,,,,
Chebiemit/Nerkwo Community Unit,Oft2zhR3JFQ,,Gu6JOoxgIqZ,Chebiemit/Nerkwo,,,,,NONE,,,,,,
Vokoli Community Unit,ZwpPIpQ10xR,,m6zhE2pzHWO,Vokoli Community Unit,Community Unit,,,,NONE,,,,,,
Kikwechi Community Unit,oLYuTDtoLmq,,Lmx5JKQupiP,Kikwechi Community Unit,,,,,NONE,,,,,,
Kiratina Community Health Unit,eqxjr4bkzhw,601529,rW142rztOPK,Kiratina CHU,,,,,NONE,,,,,,
ACK Kibirigwi Dispensary,ptHBptADZbj,,BSHD4ORT4xu,ACK Kibirigwi Dispensary,,,,,NONE,,,,,,
Kieni East Sub County,YXt5ETQPRlB,217,ptWVfaCIdVx,Kieni East,,,,,NONE,,,,,,
Chemses Community Unit,eQxdVEhDoW5,,h5WmFEvULKu,Chemses Community Unit,,,,,NONE,,,,,,
Buyangu Dispensary,HgUWMWpA1gT,,w6TKm6OEgE7,Buyangu Dispensary,,,,,NONE,,,,,,
Naitiri Private Wing Clinic,DoApIYf90N9,20791,AwkuNWBAvnV,Naitiri Private Wing Clinic,Along Sikhendu - Naitiri - Turbo road behind Nyange market,,,,NONE,,,,,,
Sun N' Sand Medical Clinic,WzsvQJLdKJz,11833,Z6pxPuARGdF,Sun Sand Medical Clinic,,,,,POINT,"[39.79139,-3.89575]",,,,,
Charity Community Unit,q975Y97oG40,,WRW1n62gXOu,Charity CU,,,,,NONE,,,,,,
Lokangae Community Unit,pyEVncBhinO,,vj61MmYsJSF,Lokangae Community Unit,,,,,NONE,,,,,,
Nanyeni C,yryRjRWzh3O,,yBE1qjhnu5Q,Nanyeni C,,,,,NONE,,,,,,
Nyambare Dispensary,hCKwhDpkvbP,19867,nUVin4tYKY2,Nyambare Disp.,,,,,POINT,"[34.6,-0.56]",,,,,
Mwitoti Community Health Unit,BbUxL4KAsfa,,iWFObHTUbzT,Mwitoti Community Health Unit,Attached to Eluche dispensary,,,,NONE,,,,,,
Ziwa La Ng'ombe Ward,XhBDUNeFqF6,,sr8WEz03EnP,Ziwa La Ng'ombe Ward,,,,,NONE,,,,,,
TOROSO COMMUNITY UNIT,Z0JCpca3I4E,,VXcXQZZcb0I,TOROSO COMMUNITY UNIT,,,,,NONE,,,,,,
St Lukes Health Clinic,HW36CsDWV7N,,yOvD8h5gUOb,St.Lukes Health clinic,,,,,POINT,,,,,,
Victors Medical Clinic,d9z0Qmn0GkB,11146,oCDeWaZZImt,Victors Medical Clinic,,,,,NONE,,,,,,
Tumaini DiSC - Asembo Bay,EFUa7hVf8r5,18557,cfUqqHJA6z4,Tumaini DiSC - Asembo Bay,,,,,POINT,"[34.38666,0.18348]",,,,,
GICHOBO COMMUNITY UNIT,W5tkJiCVTAU,,QPi8HppUeQL,GICHOBO C.U,,,,,NONE,,,,,,
Kokwao Comminity Unit,ZH0KGE9RxnY,,DW7KXz6wlN8,Kokwao Comminity Unit,,,,,NONE,,,,,,
KAPKEMBU COMMUNITY UNIT,MXQpSCvmJb1,,Cm3cjBE7D8g,KAPKEMBU COMMUNITY UNIT,,,,,NONE,,,,,,
Kibwezi West  Sub County,toa2Hl7iVQI,,BoDytkJQ4Qi,Kibwezi West,,,,,NONE,,,,,,
Ndhiwa Sub County,i2Y2fyNoFyZ,624,nK0A12Q7MvS,Ndhiwa,,,,,NONE,,,,,,
Busakala Community Health Unit,CejP0Qq5UMz,600536,qZCaWe683G3,Busakala CU,,,,,NONE,,,,,,
"Nang'eni ""C""Community Unit",JzZfaOmOWxF,,Jfpsre91xXE,"Nang'eni ""C""Community Unit",,,,,NONE,,,,,,
Menu Community Unit,S7DhIjKgjSU,,YZ5v8e9nVY3,Menu Community Unit,,,,,NONE,,,,,,
Nachola Community Unit,NvhFV24b0oy,,uhLZv7nkdpl,Nachola Community Unit,Community Unit,,,,NONE,,,,,,
Kanini Chemist,dTKmIVDp0yT,16589,EossaGDQulP,Kanini Chemist,,,,,NONE,,,,,,
TownshipB2 Community Unit,T2jwm3IaykZ,,hKvUlAHlVJx,TownshipB2 Community Unit,,,,,NONE,,,,,,
Dadhantalay Dispensary,jXfNdXduqaa,,jJEKwJhftfv,Dadhantalay Dispensary,,,,,NONE,,,,,,
Rambugu Dispensary (Rarieda),w6gmsyy7sL6,17437,kazFsB6YZ6J,Rambugu Dispensary,,,,,POINT,"[34.35616,-0.09399]",,,,,
SIVILIE B Cu,jdJAwCV0hzs,,Hvo3qjmJZTO,SIVILIE B CU,,,,,NONE,,,,,,
Namamali Community Unit A,eWgbRkFmzLH,,wTvF9os0GY9,Namamali Community Unit A,,,,,NONE,,,,,,
Serem Community  Unit,xWdZK6GXkD6,,mcSGhLvIobz,Serem Community Unit,,,,,NONE,,,,,,
Kamsaki Community Unit,Kin6UBQgShU,,wd25QXppWr2,KAMSAKI COMMUNITY UNIT,,,,SUPPORTED BY APHIA PLUS,NONE,,,,,,
Kapkurongo Community Unit,C57Z82JIQBE,,Qvla9UO56C2,kapkurongo community unit,,,,,NONE,,,,,,
Nang'eni Community Unit,NLi3hET8BdJ,,Jfpsre91xXE,Nang'eni Community Unit,CU,,,,NONE,,,,,,
Athanja community unit,ezfpEbJNjfG,,ELHafKamFIR,Athanja community unit,community unit,,,,NONE,,,,,,
Moseta Community Unit,jkIWQe9qUx9,,EZfZFVztjgt,Moseta Community Unit,,,,,NONE,,,,,,
Ndalani Community Unit,MSX2tJGwGaF,,oL5SBmhSRn5,Ndalani Community Unit,,,,,NONE,,,,,,
Mathakwa Community Unit,F2QpwEiinED,,ClfJQm3Docv,Mathakwa Community Unit,,,,,NONE,,,,,,
Airport View Clinic,h8lfMvZtvi5,,bmyrNLOPAAW,Airport View Clinic,"repeated.
 facility recorded twice
remove",,,,NONE,,,,,,
Olderkesi Community unit,zzI9cOTX4su,,Of5ckH5BGZT,Olderkesi Community unit,,,,,NONE,,,,,,
Kanyongo Community Unit,LX4PGFQVdIV,,PyZLFJ4lYf1,Kanyongo Community Unit,,,,,NONE,,,,,,
Mahanga B Community Unit,qQDJxPy6ldG,,MjZJNnJXU7s,"Mahanga ""B"" CU",,,,,NONE,,,,,,
Athinga community unit,xkKRqmBjj7i,0,ELHafKamFIR,Athinga community unit,community unit,,,,NONE,,,,,,
Embobut Community Unit,eK8pSCugadS,,kauG9umEjbr,Embobut,community unit,,,operational unit,NONE,,,,,,
Rabondo community Unit,nSWg2xeCy9Q,,aCOEeeYEcsO,Rabondo community Unit,,,,,NONE,,,,,,
Gatimu community unit,Bmz36RvOAix,,aEdFARk1Zsm,Gatimu c u,,,,,NONE,,,,,,
Embobut Community Unit,lg0hCo96a69,,y8oKNxU4cXp,Embobut,,,,,NONE,,,,,,
Rgc Jipe Moyo Dispensary,iMCd6yZQlPX,13162,sqNWYDHZZ6W,RGC Jipe Moyo Dispensary,,,,,NONE,,,,,,
Kisawayi B community Unit,ipXK5ynfI7i,,Myq1ZTOEgEg,Kisawayi B community Unit,Community Unit,,,,NONE,,,,,,
Barsaloi Community Unit,XGK4vLhfRDz,,nO53AbCWvrS,Barsaloi Community Unit,cu,,,,NONE,,,,,,
Bitobo Community Unit,tNFytZeTXTG,,XbRB4QvjEBy,Bitobo Community Unit,community unit,,,,NONE,,,,,,
Sengwer community unit,wEFdE7HMSGr,,T29iK8LyOXQ,Sengwer cu,community unit,,,,NONE,,,,,,
FLAX COMMUNITY UNIT,NtHFUVb8QRf,,nPUGVm6SU9s,FLAX COMMUNITY UNIT,,,,,NONE,,,,,,
Chumani Community Health Unit,h4joRaYIaC3,601761,Bq9L3QREUFy,Chumani CHU,,,,,NONE,"[39.92867,-3.4436]",,,,,
Leeta Dispensary,Q9JnToTVVik,,y1x13IydCG7,Leeta Dispensary,,,,,NONE,,,,,,
Luciuti Dispensary,dSM5qCeY3AG,,iNmCeQG70K0,Luciuti Dispensary,,,,,NONE,,,,,,
Mombasa Regional Blood Transfusion  Center,go6ZoIM8zpY,,Dvo3BcpbGkD,Mombasa Regional Blood Transfusion  Center,Closed /Duplicated,,,,NONE,,,,,,
Muumandu Community Health Unit,Au8qr9QdWR5,602029,OjbVkzap0Nz,Muumandu CHU,,,,,NONE,,,,,,
SHIMANYIRO COMMUNITY HEALTH UNIT  B,RMPI3pVgtQN,,rVLDPAPrFsC,SHIMANYIRO COMMUNITY HEALTH UNIT  B,,,,,NONE,,,,,,
Kitobo Community Health Unit,VYDfeh6rsvk,601908,z2ur5RpGme8,Kitobo CHU,Community Unit,,,,NONE,"[37.61278,-3.44008]",,,,,
Kea Community Health Unit,hsdS5e8YqTP,602316,sUwskHzRRDz,Kea CHU,,,,,NONE,"[38.03584,-1.13749]",,,,,
Maliku Community Health Unit,b2cVoXzL0MV,602007,fSCiJmzpPrx,Maliku CHU,,,,,NONE,,,,,,
Kalulini Community Health Unit,M3n6BmS7gvh,602847,IVUGLaHGkCK,Kalulini CHU,,,,,NONE,"[37.8457,-1.65146]",,,,,
Mbale Wema Community Health Unit,B31T3l6501a,601873,pThhj7hcUnM,Mbale Wema CHU,,,,,NONE,"[38.38292,-3.37928]",,,,,
Kodondi Community Health Unit,bGaA0UanqYo,600349,YZyIlJ1KHHA,Kodondi CHU,,,,,NONE,"[34.61512,-0.36542]",,,,,
Mnazini Community Unit,oUVRkm6qSx4,,AiKk6kfxO0p,Mnazini Community Unit,Community Unit,,,operation,NONE,,,,,,
St Mary Health Centre (Kiserian),Y9ozzrFMnYy,15652,ZwZ7vxnP9WF,St Mary HC (Kiserian),,,,,POINT,"[36.6832,-1.4024]",,,,,
Emurembe Community Health Unit,Ldrgy2qjfxD,,fs0p5MurBkl,Emurembe CU,,,,,NONE,,,,,,
Kitheuni Community Health Unit,wkr7bhMgPt6,602145,fRaApIQoZmK,Kitheuni CHU,,,,,NONE,"[37.33767,-1.1205]",,,,,
Yatta Health Centre,d6uWTkItX35,12853,LHmp6sPE2w7,Yatta Health Centre,,,,,POINT,"[37.83781,-1.47386]",,,,,
kunju imbuko,mVwtB61TBwE,,KONREaUfSht,kunju imbuko,,,,,NONE,,,,,,
Karure Medical Clinic,pXEMAUHxa7A,10508,C5gJnXO6h1Y,Karure Medical Clinic,,,,,POINT,"[36.92911,-0.97273]",,,,,
Zombe Catholic Dispensary,M9z3rRDwTfd,16997,fgZAe9zffHF,Zombe Catholic Dispensary,,,,,POINT,"[38.24565,-1.44207]",,,,,
Kithimani Community Health Unit,a8h0ktCTzf1,602146,p6yj2NscPQ5,Kithimani CHU,,,,,NONE,"[37.2667,-1.11153]",,,,,
Kokoth B Community Health Unit,Wmcp8b90ZZi,600356,vlWTrWMtRy1,Kokoth B CHU,,,,,NONE,"[34.52025,-0.34955]",,,,,
Kangari Dental Clinic,qb2pNEbbX3t,10464,PyVnQFcBqOT,Kangari Dental Clinic,,,,,NONE,,,,,,
Chaani Catholic CBHC,ZeHU0vtmrVW,,PeLH4hGTO17,Chaani Catholic CBHC,,,,,NONE,,,,,,
Pakasse Dispensary,iPv9jLFSrBi,16430,bSdHZBeB5bQ,Pakasse Dispensary,,,,,POINT,"[36.1281,-2.0999]",,,,,
Rakwaro Community Health Unit,CzrhrUhBI4r,600367,bcpvWHcLcnw,Rakwaro CHU,,,,,NONE,"[34.75608,-0.35494]",,,,,
Wagwe South Community Health Unit,fkSgYt2djk9,600371,cEJrVBkq5x3,Wagwe South CHU,,,,,NONE,"[34.57419,-0.34992]",,,,,
Ng'ang'a Community Unit,XI1KYagyvdn,,jKtNJ4fwzW0,Ng'ang'a Community Unit,Under Ciagiini Health Center,,,Operational,NONE,,,,,,
I Choose life Africa Bomet VCT,y1uoOOXQIDH,,tM4Bmyj48cN,I Choose life Africa Bomet VCT,,,,,NONE,,,,,,
Wehoya community health unit 2,Qh2UhaSVG8F,,dzOCj3AlCqe,Wehoya community health unit 2,,,,,NONE,,,,,,
Ongaroi Community Unit,wCc1Rd3OVlJ,,cPDS7MOxcm9,Ongaroi community Unit,Community Unit,,,A new CU Attached to Amaase Health Centre,NONE,,,,,,
Kiani Kia Etama Dispensary,ZDbgu2lqJ8S,,q5aojmYq2C4,Kiani Kia Etama Dispensary,,,,,NONE,,,,,,
Nyanchwa Dispensary,ag64ujDJHs6,13918,IO0zXx5HVO2,Nyanchwa Dispensary,,,,,POINT,"[34.76669,-0.68033]",,,,,
Sichirai C Community Health Unit,LEhAIUZBGst,602777,wP6cPKxmPwl,Sichirai C CHU,,,,,NONE,"[34.76131,0.29318]",,,,,
Korogocho A Community Health Unit,rj0pG4Vg7Gi,601657,UF9HJO258Yp,Korogocho A CHU,CU,,,,NONE,"[36.87978,-1.25174]",,,,,
Kapua Community Health Unit,S8fqpBvteja,602901,dWk7fCMuQ7x,Kapua CHU,Located in Kapua Area in Kalokol Location,,,,NONE,"[35.65948,3.42186]",,,,,
Mugikatha Community Unit,qVYz4mn21Zt,,jC3YGAZ9GXB,Mugikatha Community Unit,Community Unit,,,,NONE,,,,,,
Aren Medical Clinic,I6kYzzsAPV5,17202,DwOhEdMGpB7,Aren Medical Clinic,,,,,POINT,"[36.62803,-1.10928]",,,,,
Kilome Sub County,XAy1bjurhLU,,BoDytkJQ4Qi,Kilome Sub County,,,,,NONE,,,,,,
LOGOLOGO COMMUNITY UNIT,FbMwYC5g9OA,,Mrbd6SVKio5,LOGOLOGO COMMUNITY UNIT,,,,,NONE,,,,,,
Embobut Community Unit,P3XfYgjEtwl,,lMSdgyIxIn3,Embobut,,,,,NONE,,,,,,
Mausa Dispensary,sQB4Vw5Mo68,,Xo0N7hDyvPP,Mausa Dispensary,,,,,NONE,,,,,,
Kagira Community Health Unit,CIo9JTzpxGP,601310,fvnBMGJT2Sb,Kagira CHU,Community Unit,,,,NONE,"[37.04529,-0.89464]",,,,,
LVCT Health VCT & Prevention center mlolongo,VfomdLjiGNI,,TcWlRA6LpLB,LVCT Health VCT & Prevention center mlolongo,,,,,NONE,,,,,,
Sotik Sub County,KyuSYunELJI,742,HMNARUV2CW4,Sotik,,,,,NONE,,,,,,
St.Francis Dispensary,ZV9TK79P41F,18157,COrVDPRzUZp,St.Francis Dispensary,,,,,NONE,,,,,,
Kuwinda Community Health Unit,UFGhfTRHtJr,601670,T0QCTzRDCcr,Kuwinda CHU,,,,,NONE,"[36.70595,-1.32092]",,,,,
Kajiado East Sub County,g6gTzQ5nfYq,752,Hsk1YV8kHkT,Kajiado East,,,,,NONE,,,,,,
Chemwa Community Unit,lJuabxOoXLb,,jkmJn5wPZ9T,Chemwa CU,Attached to Chemwa  dispensary,,,,NONE,,,,,,
Bilashaka Dispensary,wPoz7tDb3nG,,HLbG24kuSHF,Bilashaka Dispensary,,,,,NONE,,,,,,
New Hope(kahawa Wendani),WDKfNlpho51,,TPRNJqSm4lK,New Hope(kahawa Wendani),,,,,NONE,,,,,,
AAR Parklands Medical Centre,Do1rjVqnLEK,,QhDd2LAuXAF,AAR Parklands Medical Centre,,,,,NONE,,,,,,
MOGONGA,wm1eT1LecvJ,,eZ1lHxSAjET,MOGONGA,,,,,NONE,,,,,,
Kedoli Community Unit,nrUquuolyri,,m6zhE2pzHWO,Kedoli Community Unit,,,,,NONE,,,,,,
Umoja Health Centre,zGAtALrJYYg,13240,Zmv9YmuisYs,Umoja Health Centre,,,,,POINT,"[36.88918,-1.32023]",,,,,
Dr G Muhiu Clinic,hGYoHwIlXg8,17235,ELXBhFCPcHC,DR G. MUHIU CLINIC,,,,,NONE,,,,,,
Miendo A Community Unit,pRBP6usv6IY,,yqVCQqifDtt,"Miendo ""A"" CU",,,,,NONE,,,,,,
Geteri Community Unit,nDg0oIDXmi6,,egBVNGnXnbY,Geteri Community Unit,Geteri Community Unit,,,,NONE,,,,,,
Nyakongo Comminity Unit,ejQFO3ILNmq,,tJVeZDtaAeT,Nyakongo CU,,,,,NONE,,,,,,
Karinde Community Unit,RniLlCidl0b,,jC3YGAZ9GXB,Karinde Community Unit,Community Unit,,,,NONE,,,,,,
Nguguini Community Health Unit,PvOwJMJiIeD,601438,kteiU1qGnKE,Nguguini CHU,Community Uhit,,,,NONE,,,,,,
Top care Subukia Medical center,tCdOaBSEWh8,21143,obOP2eWg8EX,Top care,,,,,NONE,,,,,,
Kiawaroga Community Unit,mlFtWZ8gxEa,,jyOgldxx4Ok,Kiawaroga Community Unit,,,,,NONE,,,,,,
Nyadhiwa Community Unit,yWKg2Gs9xZk,,swdibQaVyEC,Nyadhiwa Community unit,,,,,NONE,,,,,,
Mbusyani Dispensary,RIgueT0ZHXr,12509,ZkMkC815uDw,Mbusyani Dispensary,,,,,POINT,"[37.98291,-1.54532]",,,,,
Muchagara Clinic,sOt3bc8YcS9,10743,jlthZ0Rz41H,Muchagara Clinic,,,,,NONE,,,,,,
Misikhu Community Unit,nFmbOR1jyOG,,qot2ytiNRpd,MISIKHU CU,,,,,NONE,,,,,,
Ivingoni Community Health Unit,MmXH1KWlR5P,601982,qzp1rXyNKFL,Ivingoni CHU,Community Unit,,,,NONE,"[38.04795,-2.70536]",,,,,
Methi Community Unit,XkMIeuqJd8O,,pUcL23obDlW,Methi Community Unit,Community Unit,,,,NONE,,,,,,
Alriyadh Medical Clinic,eA2RGei0XrF,11214,OvI6w06DhPJ,Alriyadh Medical Clinic,"repeated.
 facility recorded twice
remove",,,,NONE,,,,,,
Kaproret Dispensary,VCIQiK1o2aS,,uMqAPTG5rm0,Kaproret DISP.,Dispensary,,,,NONE,,,,,,
Lurare Community Unit,Obgzi4DD2zG,,kODtFznDC4N,Lurare,community unit,,,,NONE,,,,,,
Lutungu Community Health Unit,oCoTbPI8oaK,,C5PLq7spOnB,Lutungu CHU,,,,,NONE,,,,,,
Saseta Community Health Unit,vJ197Fo4n18,,O2EIvcf2efM,saseta community unit,community unit,,,,NONE,,,,,,
Murungaru Community Health Unit,N3uGRFVEk3h,601558,JPl6BiRGUjp,Murungaru CHU,,,,,NONE,"[36.49115,-0.5848]",,,,,
Gituru Dispensary,E8oBZM3n8cY,18962,WE5SA6SLnRY,Gituru Dispensary,,,,,NONE,,,,,,
Mahanga A Community Unit,Phfx32D1uPb,600551,MjZJNnJXU7s,Mahanga A CU,,,,,NONE,,,,,,
Bunjosi Community Unit,n8cXckOhp29,,TXhsFr3T2FR,BUNJOSI CU,,,,,NONE,,,,,,
Lelechwet Community Health Unit,ZV2yVGxEvdo,,diQrdijS870,LELECHWET COMMUNITY UNIT,COMMUNITY UNIT,,,,NONE,,,,,,
Leparua Dispensary,gL99XDEyFB7,16220,PwpI3UVqNMb,Leparua Dispensary,Dispensary,,,,NONE,"[37.4346,0.30443]",,,,,
Ruiru/Rwawera Ward,LXCb2xO5iF7,,xN5aPo4ZOIt,Ruiru/Rwawera Ward,,,,,NONE,,,,,,
Muthale East Medical Services,igW2QD8J8Iq,17450,IgBhlSMshmk,Muthale East Medical Services,,,,,POINT,"[37.99946,-1.19451]",,,,,
Nambami Community Unit,eVzw64cKerA,,TXhsFr3T2FR,NAMBAMI CU,,,,,NONE,,,,,,
Miendo B Community Unit,xPvn7M6ighE,,yqVCQqifDtt,"Miendo ""B"" CU",,,,,NONE,,,,,,
Matisi A Community Unit,zZWjgucg0EV,,NGBt4NdgGMN,"Matisi ""A"" CU",,,,,NONE,,,,,,
Matisi B Community Unit,WiuMoexPeGO,,NGBt4NdgGMN,"Matisi ""B"" CU",,,,,NONE,,,,,,
Madibo A Community Unit,vpqFb75oY31,,I4BCLbgxYm4,MADIBO A,,,,,NONE,,,,,,
Khwirale A Community Unit,nJYOgYQMPTA,,hgYuumviWXp,khwilare A,,,,,NONE,,,,,,
Tarakwa Community Unit,z5jCxXUfhSA,,x2ZQxLRhVF6,Tarakwa,,,,,NONE,,,,,,
Kayaya Community Unit,Zjh3mzLe2Hc,,lCVPvilzEK3,KAYAYA CU,,,,,NONE,,,,,,
Shella Ward,kKIgRAJckI3,,lGg3wEy784X,Shella Ward,,,,,NONE,,,,,,
Madibo B Community Unit,xk4oxONw5Hu,,I4BCLbgxYm4,MADIBO B,,,,,NONE,,,,,,
Gairoro Dispensary,dX5ndMsjIkG,13556,dkHXkFhXXxJ,Gairoro Dispensary,,,,,POINT,"[34.71026,-1.35283]",,,,,
Dalaheley Nomadic Clinic,m34O0EASO4h,16809,weu7m3lq9xG,Dalaheley Nomadic Clinic,,,,,NONE,,,,,,
Skanska Dispensary,uZD0xUxpjiC,21072,iIS797JydB4,Skanska Dispensary,Dispensary,,,,NONE,,,,,,
Nambale C Community Unit,VVBjYIOH5EM,,wwBB7XKIgr8,Nambale C,,,,,NONE,,,,,,
Hillside Community Health Unit,I8TeQQW2B8W,,xmDX1o9oBG3,Hillside CHU,,,,,NONE,,,,,,
Chepkunyuk Ward,O4tmt5AWnNr,,W6Err8cQf5J,Chepkunyuk Ward,,,,,NONE,,,,,,
emaroro community unit,zMDkxwAYVN1,,dElavXVwO7j,emaroro community unit,,,,,NONE,,,,,,
St Jairus Hospital,TLYxOpSwSUe,21766,Xs7PwQOVMmb,St. Jairus Hospital,,,,,NONE,,,,,,
Changoi Dispensary,FfEQMSOmanX,14287,uMqAPTG5rm0,Changoi Dispensary,Dispensary,,,,POINT,"[35.2297,-0.48641]",,,,,
Gandini Community Health Unit,QCp8kIatOC2,,AR8hK8NvYFa,Gandini CHU,,,,,NONE,,,,,,
Mwanguda Community Health Unity,aSzWToPZKe8,,AR8hK8NvYFa,Manguda CHU,,,,,NONE,,,,,,
Bidinimole Community Health Unit,z3Gn8kEtwwU,,S6X2QNJUj2g,Bidinimole CHU,,,,,NONE,,,,,,
Mambani Community Health Unit,czXK59KImSZ,,S6X2QNJUj2g,Mambani CHU,,,,,NONE,,,,,,
Kiwegu A Community Health Unit,dORz0FKI5hC,,CFOmFTRmpEp,Kiwegu A CHU,,,,,NONE,,,,,,
Vanga A Community Health Unit,fj1fq9IAR4d,,CFOmFTRmpEp,Vanga A CHU,,,,,NONE,,,,,,
Matungulu North Ward,cYcOCBgwwwN,,GnixPSqaV6D,Matungulu North Ward,,,,,NONE,,,,,,
Buchifi B Community Health Unit,w6cuH8dBwfo,,ozud4J6eShX,Buchifi B.Community Unit,,,,,NONE,,,,,,
Ntunygi Medical Clinic,PsGrBeNz6h7,20198,lOqK0cwQKaH,Ntunygi Medical Clinic,Located at Kehancha Township,,,,POINT,"[34.61968,-1.19284]",,,,,
ilkilinyet community unit,DL4scpj75ZH,,w404yJQIhG9,ilkilinyet community unit,,,,,NONE,,,,,,
Masangora Community Unit,OUobMq4dAHq,,dX5ndMsjIkG,Masangora Community Unit,,,,,NONE,,,,,,
Sasame Community Health Unit,BqOjuLUOwsY,,DoS2cKRdNBI,Sasame Community Health Unit,,,,,NONE,,,,,,
Njoro Sub-County Hospital,pLq3t6aiqUC,15358,TaCopZQ4jLn,Njoro S.C.H,,,,,POINT,"[35.93939,-0.33553]",,,,,
Kiptere Dispensary,bnQePNfUZB8,14928,BzWaUDxCn6y,Kiptere Dispensary,,,,,POINT,"[35.10649,-0.39442]",,,,,
Lolupe Community Health Unit,bKa949FcOO8,,DrNrgTebbHB,Lolupe Community Health Unit,KAKUMA - LOKICHOGGIO ROUTE,,,,NONE,,,,,,
poka ommunity unit,TwacNAftTeL,,heqPEgGraSS,poka community unit,,,,,NONE,,,,,,
Lopwarin Community Unit,IsBc5ramliq,10000,njQvq4iZPb3,Lopwarin Community Unit,A long Kakuma Lokichoggio road,,,,NONE,,,,,,
Burgabo Dispensary,Vo6zzz4fWtM,,WJ7jJ5A1MjS,Burgabo Dispensary,,,,Recently reopened,NONE,,,,,,
Imarika Community Health Unit,uS2emNyeLfg,,CFOmFTRmpEp,Imarika CHU,,,,,NONE,,,,,,
Chepsoo Dispensary,OHFvSYCfXAu,17310,oNPVt1oUD8L,Chepsoo,,,,,NONE,,,,,,
Loitanit Community Health Unit,qagHyuW3IOd,,LBDUxvoZSdI,Loitanit Community Health Unit,,,,,NONE,,,,,,
Nayok Community Health Unit,YkhR9KxKDpy,,LBDUxvoZSdI,Nayok Community Health Unit,,,,,NONE,,,,,,
Hadley dispensary,rWpJLyNn6BJ,21825,pSar0ObQa6I,Hadley,,,,,NONE,,,,,,
Umoja Pioneer Community Health Unit,c5jkKke6B0Z,601635,zGAtALrJYYg,Umoja Pioneer CHU,Community Unit,,,,POINT,"[36.88918,-1.32023]",,,,,
Kegonga Community Health Unit,h11fd0XbKbM,600141,NoZjHcIDHGW,Kegonga CHU,Community unit,,,Community Unit location in Kopanga sub location and linked to Kegonga District Hospital,POINT,"[34.65273,-1.25857]",,,,,
P&D Clinic,gjvZAGUYNM6,21138,OpbsijPbYuv,P&D Clinic,Medical clinic,,,,NONE,,,,,,
Sankuri Community Health Unit,vxbFdItZFPe,602173,ue8SGKUaKWZ,Sankuri CHU,,,,,NONE,,,,,,
Nyamanche Community unit,yiQ24ybjToD,,NoZjHcIDHGW,Nyamanche Community unit,,,,,NONE,,,,,,
Igena Community Health Unit,QQ7KZ6smyPD,600150,dwu3NQizNkT,Igena CHU,Community unit,,,Linked to Kuria District Hospital,POINT,"[34.62837,-1.18026]",,,,,
Lorengippi community unit,dN33WsjM8nO,,zK3uQzCz0yo,Lorengippi community unit,,,,,NONE,,,,,,
Kambi Garba Community Unit,PMXYjjgPy2U,,M7WDo8TSWTj,Kambi Garba C.U,,,,,NONE,,,,,,
Khamulati Community Unit,Bpij73yJy73,,X7szCNmxLXn,Khamulati Community Unit,,,,formed this year,NONE,,,,,,
Kuria District Hospital,dwu3NQizNkT,13726,lOqK0cwQKaH,Kuria District Hospital,,,,"provides quality comprehensive preventive,promotive, curative and rehabilitative services responsive to clients needs.",POINT,"[34.62837,-1.18026]",,,,,
Bultohama Community Unit,hxE9WNcP914,,sx0F3tF3i6G,Bultohama Community Unit,,,,,NONE,,,,,,
Nyang'oma Mission Health Centre,C3hcs594UwF,13929,JVz0J1MJJ0V,Nyang'oma Mission HC,In Nyangoma Division.,,,NYANG'OMA MKT,POINT,"[34.19475,-0.15457]",,,,,
Nyangoma A Community Health Unit,lWP4DY5ZawO,600017,C3hcs594UwF,Nyangoma A CHU,,,,,POINT,"[34.19475,-0.15457]",,,,,
Shimbrey Dispensary,wckIZmyWgBj,13443,XSRJUTBck5b,Shimbrey Dispensary,,,,,POINT,"[39.49775,-0.03054]",,,,,
Kamusinga B Community Unit,kHwo0QQac7z,,Bs89THDd5QL,Kamusinga B Community Unit,,,,fuctional,NONE,,,,,,
Mahola Ulawe Community Health Unit,kGdftluoNtD,600436,R9fTJQSUjAc,Mahola Ulawe CHU,,,,,NONE,"[34.1864,0.10804]",,,,,
Lorengelup Dispensary,Jg3IPSyjXLg,15084,zwhTzysKfKc,Lorengelup Dispensary,,,,,POINT,"[35.56076,3.03066]",,,,,
Lorengelup Community Health,Jlzt0M1N1M1,,Jg3IPSyjXLg,Lorengelup Community Health,,,,,NONE,,,,,,
Kakimat Community Health Unit,s9H8HZbbxHI,,Jg3IPSyjXLg,Kakimat Community Health Unit,,,,,NONE,,,,,,
Lochorekuyen community unit,s9e1f3bG05X,,joUI0Et19Mp,Lochorekuyen community unit,,,,,NONE,,,,,,
Dzombo Ward,lijbuerznbA,,TdcYaufNV4p,Dzombo Ward,Its a ward,,,,NONE,,,,,,
